experimental_perturbation	cas	verdict	term_id	chebi_name	reason_code	inchikey	identity_evidence	first_seen_batch	last_updated_batch
SYM 2081	31137-74-3	verified	CHEBI:45753	(4R)-4-methyl-L-glutamate(1−)		KRKRAOXTGDJWNI-DMTCNVIQSA-M	name and CAS resolved independently to the same structure	1	2
Synthalin sulfate	182285-12-7	unverified			in_pubchem_not_in_chebi	MNKRJRJDADVBJJ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
T 0070907	313516-66-4	verified	CHEBI:92553	2-chloro-5-nitro-N-pyridin-4-ylbenzamide		FRPJSHKMZHWJBE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
T 0156 hydrochloride	324572-93-2	unverified			in_pubchem_not_in_chebi	RBJCBXAXUHCWBR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
T 0901317	293754-55-9	unverified			in_pubchem_not_in_chebi	SGIWFELWJPNFDH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Tabimorelin	242143-80-2	unverified			in_pubchem_not_in_chebi	YQDJPWXYLLPOPW-LWTUVRFUSA-N	name and CAS resolved independently to the same structure	2	2
Tabimorelin hemifumarate	242143-80-2	unverified			in_pubchem_not_in_chebi	YQDJPWXYLLPOPW-LWTUVRFUSA-N	name and CAS resolved independently to the same structure	1	1
TACA	38090-53-8	unverified			in_pubchem_not_in_chebi	FMKJUUQOYOHLTF-OWOJBTEDSA-N	name and CAS resolved independently to the same structure	1	2
TAK 165	366017-09-6	verified	CHEBI:233310	Mubritinib		ZTFBIUXIQYRUNT-MDWZMJQESA-N	name and CAS resolved independently to the same structure	1	2
Talniflumate	66898-62-2	verified	CHEBI:91991	2-[3-(trifluoromethyl)anilino]-3-pyridinecarboxylic acid (3-oxo-1H-isobenzofuran-1-yl) ester		ANMLJLFWUCQGKZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Tamoxifen citrate	54965-24-1	verified	CHEBI:9397	tamoxifen citrate		FQZYTYWMLGAPFJ-OQKDUQJOSA-N	name and CAS resolved independently to the same structure	1	2
TAS0612		unverified			identity_single_source_only	JXSXWPCGHMFVGR-UHFFFAOYSA-N	single_source	1	2
Taurine	107-35-7	verified	CHEBI:15891	taurine		XOAAWQZATWQOTB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Taxol	33069-62-4	verified	CHEBI:45863	paclitaxel		RCINICONZNJXQF-MZXODVADSA-N	name and CAS resolved independently to the same structure	1	2
TBB	17374-26-4	unverified			in_pubchem_not_in_chebi	OMZYUVOATZSGJY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
TC 1	362512-81-0	verified	CHEBI:91540	LSM-1328		FYGREZKTJIXWIH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
TC 2559 difumarate	2454492-41-0	unverified			in_pubchem_not_in_chebi	GEWVPSJQGJBDLM-MYBAKCFCSA-N	name and CAS resolved independently to the same structure	1	2
TCS 2002	1005201-24-0	unverified			in_pubchem_not_in_chebi	RCKYSTKYIVULEK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
TCS 359	301305-73-7	verified	CHEBI:93427	2-[[(3,4-dimethoxyphenyl)-oxomethyl]amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide		FSPQCTGGIANIJZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Tebipenem Pivoxil	161796-78-7	verified	CHEBI:135799	tebipenem pivoxil		SNUDIPVBUUXCDG-QHSBEEBCSA-N	the experimental team confirmed the compound name	1	2
Tegaserod Maleate	189188-57-6	verified	CHEBI:51044	tegaserod maleate		CPDDZSSEAVLMRY-FEQFWAPWSA-N	name and CAS resolved independently to the same structure	1	2
Tenidap	120210-48-2	unverified			chebi_has_only_a_different_form	IZSFDUMVCVVWKW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Terazosin hydrochloride	63074-08-8	unverified			chebi_has_only_a_different_form	IWSWDOUXSCRCKW-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
Tetrabenazine	58-46-8	verified	CHEBI:64028	9,10-dimethoxy-3-isobutyl-1,3,4,6,7,11b-hexahydro-2H-pyrido[2,1-a]isoquinolin-2-one		MKJIEFSOBYUXJB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Tetraethylthiuram disulfide	97-77-8	verified	CHEBI:4659	disulfiram		AUZONCFQVSMFAP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Thalidomide	50-35-1	verified	CHEBI:74947	2-(2,6-dioxopiperidin-3-yl)-1H-isoindole-1,3(2H)-dione		UEJJHQNACJXSKW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Thimerosal	54-64-8	verified	CHEBI:9546	thimerosal		RTKIYNMVFMVABJ-UHFFFAOYSA-L	name and CAS resolved independently to the same structure	1	2
Thioguanine	154-42-7	verified	CHEBI:9555	tioguanine		WYWHKKSPHMUBEB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Thioperamide	106243-16-7	verified	CHEBI:81391	Thioperamide		QKDDJDBFONZGBW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
THIP hydrochloride	85118-33-8	unverified			in_pubchem_not_in_chebi	ZDZDSZQYRBZPNN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
THIRAM	137-26-8	verified	CHEBI:9495	thiram		KUAZQDVKQLNFPE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Thonzonium bromide	553-08-2	verified	CHEBI:749334	thonzonium bromide		WBWDWFZTSDZAIG-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	1	2
Tin protoporphyrin IX dichloride	14325-05-4	unverified			no_structure_could_be_resolved		no_structure	1	2
Tiotidine	69014-14-8	verified	CHEBI:747967	tiotidine		YDDXVAXDYKBWDX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Tizanidine hydrochloride	64461-82-1	verified	CHEBI:9609	Tizanidine hydrochloride		ZWUKMNZJRDGCTQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
TMPH hydrochloride	849461-91-2	unverified			in_pubchem_not_in_chebi	XIDDVJIJIFWGIX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
TMS	24144-92-1	unverified			chebi_has_only_a_different_form	JDBCWSHYEQUBLW-AATRIKPKSA-N	name and CAS resolved independently to the same structure	1	2
Topiramate	97240-79-4	verified	CHEBI:63631	topiramate		KJADKKWYZYXHBB-XBWDGYHZSA-N	name and CAS resolved independently to the same structure	1	2
Topotecan hydrochloride	119413-54-6	verified	CHEBI:232548	topotecan hydrochloride		DGHHQBMTXTWTJV-BQAIUKQQSA-N	name and CAS resolved independently to the same structure	2	2
TP-0903	1341200-45-0	verified	CHEBI:750377	dubermatinib		YUAALFPUEOYPNX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
TPCA-1	507475-17-4	verified	CHEBI:91403	2-(carbamoylamino)-5-(4-fluorophenyl)-3-thiophenecarboxamide		SAYGKHKXGCPTLX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Tracazolate hydrochloride	1135210-68-2	unverified			in_pubchem_not_in_chebi	TUIXDPUEMQXVHO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Tranilast	53902-12-8	verified	CHEBI:77572	tranilast		NZHGWWWHIYHZNX-CSKARUKUSA-N	name and CAS resolved independently to the same structure	1	2
Tranylcypromine hydrochloride	1986-47-6	verified	CHEBI:131514	(1R,2S)-tranylcypromine hydrochloride		ZPEFMSTTZXJOTM-OULXEKPRSA-N	name and CAS resolved independently to the same structure	1	2
Trap 101	1216621-00-9	unverified			in_pubchem_not_in_chebi	YEVMLMQAMCKVSC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Trequinsin hydrochloride	78416-81-6	unverified			in_pubchem_not_in_chebi	DTCZZBVPTHVXFA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Triciribine	35943-35-2	verified	CHEBI:65310	triciribine		HOGVTUZUJGHKPL-HTVVRFAVSA-N	name and CAS resolved independently to the same structure	2	2
Trimethoprim	738-70-5	verified	CHEBI:45924	trimethoprim		IEDVJHCEMCRBQM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Triptolide (PG490)	38748-32-2	verified	CHEBI:9747	Triptolide		DFBIRQPKNDILPW-CIVMWXNOSA-N	the experimental team supplied the structure as SMILES	1	2
Triptonide	38647-11-9	verified	CHEBI:132267	triptonide		SWOVVKGLGOOUKI-ZHGGVEMFSA-N	name and CAS resolved independently to the same structure	2	2
Tropanyl-3,5-dimethylbenzoate	85181-40-4	unverified			chebi_has_only_a_different_form	HDDNYFLPWFSBLN-XYPWUTKMSA-N	name and CAS resolved independently to the same structure	1	2
Tropicamide	1508-75-4	verified	CHEBI:9757	Tropicamide		BGDKAVGWHJFAGW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Tropisetron hydrochloride	105826-92-4	unverified			chebi_has_only_a_different_form	XIEGSJAEZIGKSA-KOQCZNHOSA-N	name and CAS resolved independently to the same structure	1	2
TTNPB	71441-28-6	verified	CHEBI:75261	arotinoid acid		FOIVPCKZDPCJJY-JQIJEIRASA-N	name and CAS resolved independently to the same structure	1	2
TYROTHRICIN	1404-88-2	unverified			chebi_entry_same_name_different_structure	NLJVXZFCYKWXLH-DXTIXLATSA-N	name and CAS resolved independently to the same structure	1	2
U 18666A	3039-71-2	verified	CHEBI:190404	3β-(2-diethylaminoethoxy)androst-5-en-17-one hydrochloride		GZFYZYBWLCYBMI-MYZJJQSMSA-N	name and CAS resolved independently to the same structure	1	2
U 73122	112648-68-7	verified	CHEBI:90690	U-73122		LUFAORPFSVMJIW-ZRJUGLEFSA-N	name and CAS resolved independently to the same structure	1	2
U 99194 maleate	234757-41-6	unverified			in_pubchem_not_in_chebi	FSIQDESGRQTFNN-BTJKTKAUSA-N	name and CAS resolved independently to the same structure	1	2
U0126	109511-58-2	verified	CHEBI:90693	U0126		DVEXZJFMOKTQEZ-JYFOCSDGSA-N	name and CAS resolved independently to the same structure	1	2
UB 165 fumarate	200432-86-6	unverified			identity_single_source_only	DZFRKSLRKAKJIB-UHFFFAOYSA-N	single_source	1	2
UBP 296	745055-86-1	verified	CHEBI:91719	2-[[3-(2-amino-2-carboxyethyl)-2,6-dioxo-1-pyrimidinyl]methyl]benzoic acid		UUIYULWYHDSXHL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
UBP 302	745055-91-8	unverified			in_pubchem_not_in_chebi	UUIYULWYHDSXHL-NSHDSACASA-N	name and CAS resolved independently to the same structure	1	2
UCN-01	112953-11-4	unverified			cas_and_name_are_different_stereoisomers		stereoisomer_disagreement	1	2
UK 14,304	59803-98-4	verified	CHEBI:3175	brimonidine		XYLJNLCSTIOKRM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
UK 14,304 tartrate	70359-46-5	unverified			in_pubchem_not_in_chebi	QZHBYNSSDLTCRG-LREBCSMRSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
UPF 1069	1048371-03-4	unverified			in_pubchem_not_in_chebi	JJWMRRNGWSITSQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Venetoclax	1257044-40-8	verified	CHEBI:133021	venetoclax		LQBVNQSMGBZMKD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Vidarabine	5536-17-4	verified	CHEBI:45327	adenine arabinoside		OIRDTQYFTABQOQ-UHTZMRCNSA-N	name and CAS resolved independently to the same structure	2	2
Vigabatrin	68506-86-5	verified	CHEBI:63638	vigabatrin		PJDFLNIOAUIZSL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Vinblastine sulfate	143-67-9	verified	CHEBI:748751	vinblastine sulfate		KDQAABAKXDWYSZ-PNYVAJAMSA-N	name and CAS resolved independently to the same structure	1	2
Vincristine sulfate	2068-78-2	verified	CHEBI:79401	vincristine sulfate		AQTQHPDCURKLKT-JKDPCDLQSA-N	name and CAS resolved independently to the same structure	1	2
Vinpocetine	42971-09-5	verified	CHEBI:32297	Vinpocetine		DDNCQMVWWZOMLN-IRLDBZIGSA-N	name and CAS resolved independently to the same structure	1	2
Voglibose	83480-29-9	verified	CHEBI:32300	Voglibose		FZNCGRZWXLXZSZ-CIQUZCHMSA-N	name and CAS resolved independently to the same structure	1	2
Voreloxin (SNS-595) hydrochloride	175519-16-1	unverified			in_pubchem_not_in_chebi	JJZCCQHWCOXGCL-QNTKWALQSA-N	name and CAS resolved independently to the same structure	1	2
Vorinostat (SAHA, MK0683)	149647-78-9	verified	CHEBI:45716	vorinostat		WAEXFXRVDQXREF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Vortioxetine (Lu AA21004) HBr	960203-27-4	verified	CHEBI:76015	vortioxetine hydrobromide		VNGRUFUIHGGOOM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
VU 0155069	1781834-89-6	unverified			in_pubchem_not_in_chebi	RQULTQQAHGYYDG-LMOVPXPDSA-N	name and CAS resolved independently to the same structure	1	2
VU 0238429	1160247-92-6	unverified			in_pubchem_not_in_chebi	CKLGZXFOLMHCMC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
WAY 161503 hydrochloride	276695-22-8	unverified			in_pubchem_not_in_chebi	YPNWSZJDAKOUAW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
WAY 170523	307002-73-9	verified	CHEBI:92636	N-[2-[4-[[2-[(hydroxyamino)-oxomethyl]-4,6-dimethylphenyl]-(phenylmethyl)sulfamoyl]phenoxy]ethyl]-2-benzofurancarboxamide		FARMEEAGJWMFSZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
WAY 200070	440122-66-7	unverified			in_pubchem_not_in_chebi	BAAILVWEAXFTSF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
WAY 213613	868359-05-1	unverified			in_pubchem_not_in_chebi	BNYDDAAZMBUFRG-ZDUSSCGKSA-N	name and CAS resolved independently to the same structure	1	2
WAY 629 hydrochloride	57756-44-2	unverified			in_pubchem_not_in_chebi	PZXUJERSOFOWES-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
WEB 2086	105219-56-5	verified	CHEBI:92490	LSM-2613		JGPJQFOROWSRRS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
WIN 64338 hydrochloride	163727-74-0	verified	CHEBI:231367	WIN 64338 hydrochloride		YYJGBEZPVOUBMJ-KRFCICRISA-N	name and CAS resolved independently to the same structure	1	2
WY 14643	50892-23-4	verified	CHEBI:32509	pirinixic acid		SZRPDCCEHVWOJX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Xamoterol hemifumarate	73210-73-8	unverified			in_pubchem_not_in_chebi	ZLLZLWSSDRBWMN-UHFFFAOYSA-N	the experimental team confirmed the compound name	1	2
XAV 939	284028-89-3	verified	CHEBI:62878	XAV939		KLGQSVMIPOVQAX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
XE 991 dihydrochloride	122955-13-9	unverified			in_pubchem_not_in_chebi	WOGWMARIFDNZON-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Y 134	849662-80-2	verified	CHEBI:93654	[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(4-propan-2-yl-1-piperazinyl)phenyl]methanone		LQEOPHGPHCWOAC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Y 29794 oxalate	146794-84-5	unverified			in_pubchem_not_in_chebi	UUSSHPPSOUAHHP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Y-26763	127408-31-5	verified	CHEBI:92788	N-[(3S,4R)-6-cyano-3-hydroxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-4-yl]-N-hydroxyacetamide		IWTCFIIOUXJOOV-OLZOCXBDSA-N	name and CAS resolved independently to the same structure	1	2
Y-27152	127408-30-4	verified	CHEBI:92752	N-[(3S,4R)-6-cyano-3-hydroxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-4-yl]-N-phenylmethoxyacetamide		RHFUXPCCELGMFC-UXHICEINSA-N	name and CAS resolved independently to the same structure	1	2
Y-27632 dihydrochloride	129830-38-2	verified	CHEBI:232591	Y-27632 dihydrochloride		IDDDVXIUIXWAGJ-DDSAHXNVSA-N	name and CAS resolved independently to the same structure	1	2
YM 90709	163769-88-8	verified	CHEBI:92125	LSM-2128		HIXSPVQXXDULHS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
YM 976	191219-80-4	verified	CHEBI:92225	4-(3-chlorophenyl)-1,7-diethyl-2-pyrido[2,3-d]pyrimidinone		MNHXYNNKDDXKNP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
YM155	781661-94-7	verified	CHEBI:139608	sepantronium bromide		QBIYUDDJPRGKNJ-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	2	2
Yohimbine hydrochloride	65-19-0	verified	CHEBI:749043	yohimbine hydrochloride		PIPZGJSEDRMUAW-VJDCAHTMSA-N	name and CAS resolved independently to the same structure	1	2
YS-035 hydrochloride	89805-39-0	unverified			in_pubchem_not_in_chebi	GYBONEHHSUABAO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Zacopride hydrochloride	101303-98-4	unverified			chebi_entry_exists_but_has_no_structure	ITXVOUSORXSTQH-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
Zamifenacin fumarate	127308-98-9	unverified			in_pubchem_not_in_chebi	PMHKTAIGYOVZEZ-ZHWJIHCSSA-N	name and CAS resolved independently to the same structure	1	2
ZAPA sulphate	371962-01-5	unverified			in_pubchem_not_in_chebi	UWVNHPNVOMFDHW-ODZAUARKSA-N	name and CAS resolved independently to the same structure	1	2
Zaprinast	37762-06-4	verified	CHEBI:748089	zaprinast		REZGGXNDEMKIQB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Zardaverine	101975-10-4	verified	CHEBI:46548	zardaverine		HJMQDJPMQIHLPB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Zatebradine hydrochloride	91940-87-3	unverified			in_pubchem_not_in_chebi	ZRNKXJHEQKMWCH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZD 7155 hydrochloride	146709-78-6	unverified			in_pubchem_not_in_chebi	NAGGAAHTUXEGFG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Zebularine	3690-10-6	verified	CHEBI:46938	zebularine		RPQZTTQVRYEKCR-WCTZXXKLSA-N	name and CAS resolved independently to the same structure	1	2
Zinc protoporphyrin IX	15442-64-5	unverified			in_pubchem_not_in_chebi	FUTVBRXUIKZACV-UHFFFAOYSA-L	name and CAS resolved independently to the same structure	1	2
Zinc Pyrithione	13463-41-7	verified	CHEBI:32076	zinc pyrithione		OTPSWLRZXRHDNX-UHFFFAOYSA-L	name and CAS resolved independently to the same structure	1	2
ZK 164015	177583-70-9	verified	CHEBI:92087	2-(4-hydroxyphenyl)-3-methyl-1-(10-pentylsulfonyldecyl)-5-indolol		LYJSJVYJLZOMCD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZK 200775	161605-73-8	verified	CHEBI:748015	fanapanel		WZMQMKNCWDCCMT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZK 93423	1216574-52-5	verified	CHEBI:231362	ZK 93423 hydrochloride		KHMDBPAODAAMBQ-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
ZK 93426 hydrochloride	1216792-30-1	unverified			in_pubchem_not_in_chebi	RNQJDOYVHCISJU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZM 226600	147695-92-9	verified	CHEBI:110192	N-[4-(benzenesulfonyl)phenyl]-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide		LJLXQHHFAKVTNP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZM 241385	139180-30-6	verified	CHEBI:92361	4-[2-[[7-amino-2-(2-furanyl)-[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl]amino]ethyl]phenol		PWTBZOIUWZOPFT-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZM 306416 hydrochloride	196603-47-1	unverified			in_pubchem_not_in_chebi	SCUXIROMWPQVJO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZM 323881 hydrochloride	193000-39-4	verified	CHEBI:91182	ZM 323881 hydrochloride		AVRHWGLIYGJSOD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZM 336372	208260-29-1	verified	CHEBI:95033	3-(dimethylamino)-N-[3-[[(4-hydroxyphenyl)-oxomethyl]amino]-4-methylphenyl]benzamide		PYEFPDQFAZNXLI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZM 39923 hydrochloride	1021868-92-7	unverified			in_pubchem_not_in_chebi	NJTUORMLOPXPBY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZM 447439	331771-20-1	verified	CHEBI:91376	ZM447439		OGNYUTNQZVRGMN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ZM 449829	4452-06-6	verified	CHEBI:93674	1-(2-naphthalenyl)-2-propen-1-one		FOTCGZPFSUWZBN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Zolantidine dimaleate	104076-39-3	unverified			in_pubchem_not_in_chebi	IECBEVAUEBZJCF-SPIKMXEPSA-N	name and CAS resolved independently to the same structure	1	2
Zonisamide	68291-97-4	verified	CHEBI:10127	zonisamide		UBQNRHZMVUUOMG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
β-CCB	84454-35-3	verified	CHEBI:34867	N-Butyl-beta-carboline-3-carboxylate		WGNGIELOOKACSB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	1
